property_type,price,city,baths,bedrooms,Area Type,Area Size,Faisalabad,Islamabad,Karachi,Lahore,Kanal
House,42200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,41800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Lower Portion,43000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,41200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,40800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,29700000,Lahore,7,6,Kanal,1.0,0,0,0,1,1
House,146000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,48200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,43200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,348000,Islamabad,5,5,Kanal,1.1,0,1,0,0,1
House,36800000,Rawalpindi,5,5,Kanal,1.0,0,0,0,0,1
Flat,5700000,Karachi,2,2,Kanal,1.9,0,0,1,0,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Upper Portion,43000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
Lower Portion,43000,Rawalpindi,3,3,Kanal,1.0,0,0,0,0,1
House,1550000,Islamabad,7,6,Kanal,4.0,0,1,0,0,1
Upper Portion,91000,Karachi,3,3,Kanal,1.0,0,0,1,0,1
Farm House,2700000,Lahore,0,0,Kanal,1.0,0,0,0,1,1
Lower Portion,61000,Karachi,3,3,Kanal,1.0,0,0,1,0,1
House,24900000,Lahore,8,7,Kanal,1.0,0,0,0,1,1
House,42400000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,950000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,890000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,41200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,42700000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,39200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,1,Karachi,6,5,Kanal,1.0,0,0,1,0,1
House,775000,Islamabad,0,0,Kanal,4.0,0,1,0,0,1
Upper Portion,87000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,21700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,43200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Upper Portion,78000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,950000,Islamabad,8,7,Kanal,2.0,0,1,0,0,1
House,34500000,Lahore,7,6,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,5,5,Kanal,1.0,0,0,0,1,1
House,41800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,42400000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,29900000,Lahore,0,0,Kanal,1.0,0,0,0,1,1
House,31400000,Lahore,5,5,Kanal,1.0,0,0,0,1,1
House,41700000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,815000,Islamabad,7,7,Kanal,2.0,0,1,0,0,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20900000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,17200000,Lahore,0,4,Kanal,1.0,0,0,0,1,1
House,40600000,Lahore,0,5,Kanal,1.0,0,0,0,1,1
House,40200000,Lahore,5,4,Kanal,1.6,0,0,0,1,1
House,41800000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,40900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Upper Portion,43000,Islamabad,4,3,Kanal,1.0,0,1,0,0,1
Upper Portion,43000,Islamabad,5,4,Kanal,1.0,0,1,0,0,1
House,41800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,41600000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,47400000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Upper Portion,78000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Upper Portion,49000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
House,42900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,18100000,Lahore,0,0,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,41100000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,40600000,Lahore,0,5,Kanal,1.0,0,0,0,1,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,40500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,43600000,Lahore,7,6,Kanal,1.2,0,0,0,1,1
House,40500000,Lahore,0,4,Kanal,1.0,0,0,0,1,1
House,40200000,Lahore,5,4,Kanal,1.6,0,0,0,1,1
House,32900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20100000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20600000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20400000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20900000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
Upper Portion,43000,Islamabad,4,3,Kanal,1.0,0,1,0,0,1
House,32200000,Lahore,5,6,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,7,6,Kanal,1.0,0,0,0,1,1
House,37200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,41900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,36900000,Lahore,5,5,Kanal,1.0,0,0,0,1,1
House,34700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
Farm House,0,Karachi,0,0,Kanal,8.0,0,0,1,0,1
Lower Portion,57000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,38400000,Karachi,8,5,Kanal,1.0,0,0,1,0,1
House,29900000,Islamabad,8,7,Kanal,1.0,0,1,0,0,1
House,29700000,Islamabad,8,7,Kanal,1.0,0,1,0,0,1
Upper Portion,78000,Islamabad,6,6,Kanal,1.0,0,1,0,0,1
House,45500000,Lahore,7,6,Kanal,1.0,0,0,0,1,1
House,29900000,Lahore,5,4,Kanal,1.0,0,0,0,1,1
House,1099000,Islamabad,7,7,Kanal,1.1,0,1,0,0,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Upper Portion,43000,Rawalpindi,3,3,Kanal,1.0,0,0,0,0,1
Upper Portion,78000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
House,21800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,25200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,24200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,23600000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,23700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,820000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,880000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,950000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,820000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,880000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,890000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,950000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,980000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,950000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,37300000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,40500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Lower Portion,46000,Islamabad,4,3,Kanal,1.0,0,1,0,0,1
House,40500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,42700000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Islamabad,7,6,Kanal,1.0,0,1,0,0,1
Lower Portion,57000,Islamabad,5,3,Kanal,1.0,0,1,0,0,1
Upper Portion,46000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,19800000,Rawalpindi,6,7,Kanal,1.0,0,0,0,0,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,21200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,7,5,Kanal,1.0,0,0,0,1,1
House,40500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Lahore,8,6,Kanal,1.0,0,0,0,1,1
Upper Portion,33000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,610000,Karachi,7,6,Kanal,2.0,0,0,1,0,1
Upper Portion,43000,Karachi,2,2,Kanal,1.0,0,0,1,0,1
Upper Portion,46000,Rawalpindi,4,4,Kanal,1.0,0,0,0,0,1
Lower Portion,2280000,Faisalabad,0,0,Kanal,4.2,1,0,0,0,1
House,41200000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,34500000,Islamabad,5,5,Kanal,1.0,0,1,0,0,1
House,24800000,Lahore,6,4,Kanal,1.0,0,0,0,1,1
Lower Portion,33000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,97000,Rawalpindi,0,0,Kanal,1.0,0,0,0,0,1
House,23300000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,23600000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,24200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,24800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,26800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,26800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,26800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,5,5,Kanal,1.0,0,0,0,1,1
House,21200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20900000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
Upper Portion,44000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
House,45200000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,44800000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
House,45300000,Islamabad,7,7,Kanal,1.0,0,1,0,0,1
Flat,3800000,Karachi,1,1,Kanal,1.6,0,0,1,0,1
House,34500000,Lahore,5,4,Kanal,1.0,0,0,0,1,1
House,23800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,24200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,24200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,23200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,23900000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,23300000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,34500000,Lahore,5,5,Kanal,1.0,0,0,0,1,1
House,21200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,720000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,32800000,Lahore,8,7,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20900000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
Upper Portion,78000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
House,34500000,Lahore,5,5,Kanal,1.0,0,0,0,1,1
House,20600000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20400000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20900000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
Lower Portion,134000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,133000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,132000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,131000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,129000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,127000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Upper Portion,43000,Karachi,2,2,Kanal,1.0,0,0,1,0,1
Lower Portion,124000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,114000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,109000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,106000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,107000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,104000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,103000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
Lower Portion,102000,Islamabad,3,3,Kanal,1.3,0,1,0,0,1
House,97000,Faisalabad,0,0,Kanal,1.0,1,0,0,0,1
House,46800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Upper Portion,78000,Islamabad,4,3,Kanal,1.0,0,1,0,0,1
House,40900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Upper Portion,44000,Islamabad,2,2,Kanal,1.0,0,1,0,0,1
Upper Portion,46000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
Flat,12300000,Karachi,3,5,Kanal,2.3,0,0,1,0,1
House,41200000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,335000,Karachi,6,5,Kanal,1.0,0,0,1,0,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,41900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,422000,Islamabad,8,7,Kanal,1.2,0,1,0,0,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20600000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20400000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20600000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,98000,Islamabad,7,6,Kanal,1.0,0,1,0,0,1
House,35800000,Lahore,7,5,Kanal,1.0,0,0,0,1,1
House,41800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,44800000,Lahore,7,5,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,17800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,17700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,20200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19800000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,19300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18700000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18300000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,18200000,Lahore,4,4,Kanal,1.0,0,0,0,1,1
House,40500000,Lahore,0,4,Kanal,1.0,0,0,0,1,1
House,21800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,21800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,21200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,38900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,41900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,43900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Flat,2250000,Karachi,1,1,Kanal,1.1,0,0,1,0,1
Flat,2250000,Karachi,1,1,Kanal,1.1,0,0,1,0,1
House,45500000,Lahore,7,6,Kanal,1.0,0,0,0,1,1
House,40500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
Flat,2250000,Karachi,1,1,Kanal,1.1,0,0,1,0,1
Upper Portion,78000,Islamabad,5,4,Kanal,1.0,0,1,0,0,1
House,296000,Islamabad,7,6,Kanal,1.2,0,1,0,0,1
Upper Portion,49000,Rawalpindi,3,3,Kanal,1.0,0,0,0,0,1
Upper Portion,44000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
Lower Portion,57000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
Flat,7600000,Karachi,2,4,Kanal,2.0,0,0,1,0,1
House,20200000,Rawalpindi,0,6,Kanal,1.0,0,0,0,0,1
Flat,457000,Islamabad,1,1,Kanal,8.6,0,1,0,0,1
House,42100000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,45500000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,3700000,Lahore,7,5,Kanal,1.1,0,0,0,1,1
House,35800000,Lahore,7,5,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,22200000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
House,23800000,Lahore,3,4,Kanal,1.0,0,0,0,1,1
Farm House,4275000,Lahore,0,0,Kanal,1.0,0,0,0,1,1
House,38900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,41900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,43900000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,34500000,Islamabad,5,5,Kanal,1.0,0,1,0,0,1
House,398000,Islamabad,7,6,Kanal,1.1,0,1,0,0,1
Upper Portion,89000,Islamabad,3,3,Kanal,1.0,0,1,0,0,1
Flat,4800000,Karachi,2,2,Kanal,1.9,0,0,1,0,1
Upper Portion,44000,Islamabad,4,4,Kanal,1.0,0,1,0,0,1
House,305000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,255000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,570000,Islamabad,0,0,Kanal,1.3,0,1,0,0,1
House,305000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,255000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,570000,Islamabad,0,0,Kanal,1.3,0,1,0,0,1
Flat,662000,Islamabad,2,2,Kanal,1.9,0,1,0,0,1
House,675000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,675000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,242000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,255000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,378000,Islamabad,0,0,Kanal,1.3,0,1,0,0,1
House,555000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,610000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,670000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,218000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,222000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,228000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,232000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,233000,Islamabad,0,0,Kanal,1.0,0,1,0,0,1
House,505000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,515000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,535000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,710000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,720000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,740000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,760000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,780000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,790000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,810000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,815000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,820000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,830000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,840000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,870000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,880000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
House,151000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,151000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,152000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,152000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,153000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,153000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,154000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,154000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,156000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,156000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,157000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,157000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,158000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,158000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,159000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,159000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,161000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,161000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,162000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,163000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,164000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,163000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,164000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,44800000,Lahore,6,5,Kanal,1.0,0,0,0,1,1
House,166000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,167000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,166000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,167000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,169000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,169000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,171000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,171000,Islamabad,0,5,Kanal,1.0,0,1,0,0,1
House,515000,Islamabad,0,0,Kanal,2.0,0,1,0,0,1
